Import,Hasarsa Importer,091-125-7126,091-125-7126,,,,,,
Import,Hasba International Group,011-277-2011,091-121-7923,,,,,,
Import,Hassoba International Business,011-551-7444,091-120-2915,,,,,,
Import,HASSOBA INTERNATIONAL BUSINESS GROUP PLC,011-551-0760,011-551-0760,,,,,,
Import,habek general trading,011-550-0000,011-550-0000,,,,,,
Import,Hab General Trading,091-120-0375,091-120-0375,,,,,,
Import,habtemariyam kalayu general importer,091-134-9911,091-134-9911,,,,,,
Import,Habtegiorgise Alemu Import,091-161-5214,091-161-5214,,,,,,
Import,habitamu used car importer,091-161-1690,091-161-1690,,,,,,
Import,Habtom Gebregiyorgis Importer,091-151-6447,091-151-6447,,,,,,
Import,Habtom General Trade,093-805-0707,091-396-8010,,,,,,
Import,hetros business,091-124-1909,091-124-1909,,,,,,
Import,hanson treding and industry,011-111-1508,011-111-1508,,,,,,
Import,hanita beauty supply,091-151-2711,091-152-7117,,,,,,
Import,henna tigetu,091-123-4739,091-123-4736,,,,,,
Import,HANDA IMPORT PLC,091-168-9230,091-168-9230,,,,,,
Import,haile silasseie ambaye coffee export,011-618-7050,091-130-3797,,,,,,
Import,Haikel G/igzabher General Importer,011-275-7252,091-120-4767,,,,,,
Import,hayel saeed aram co.ltd,011-277-0434,011-277-0414,,,,,,
Import,High Level PLC,011-276-4231,011-467-1642,,,,,,
Import,Haile Nigus Importer,011-278-8713,011-278-8713,,,,,,
Import,hailu and his sons plc,091-141-6892,091-141-6892,,,,,,
Import,HAILU SHITA GENERAL IMPORETR,011-127-0993,011-127-0993,,,,,,
Import,hailu w/gebriel,091-135-0812,091-135-0812,,,,,,
Import,HAILU GENERAL IMPORTER,011-278-1583,011-278-1583,,,,,,
Import,hailay g/mariyam general importer,091-120-9407,091-120-9407,,,,,,
Import,Haile g/mikael general importer,091-144-7878,091-144-7878,,,,,,
Import,Haymi Ceramic & Shower tools,092-179-7930,092-179-7930,,,,,,
Import,Haymanot Birhanu Baltena,011-618-1262,091-153-0824,,,,,,
Import,HAyMANOT GENERAL BUSINESS,011-442-1966,011-515-1895,,,,,,
Import,HAYSEM PINE GEMERAL TRADING PLC,011-279-0548,091-121-1481,,,,,,
Import,Hayder Jemal,091-318-3935,091-318-3935,,,,,,
Import,Hydro Towers Importers,011-860-1089,011-860-1089,,,,,,
Import,Hayifa Trading,011-276-3202,091-260-9154,,,,,,
Import,Hyper General Trading,011-156-5758,091-120-4356,,,,,,
Import,Hadder Jemal,091-318-3930,091-318-3930,,,,,,
Import,Hadeed Trading PLC,011-111-6287,011-111-6289,,,,,,
Import,HADARA ENGINERING AND GENERAL IMPORT -EXPORT,011-278-9201,011-278-9201,,,,,,
Import,HADRA INTERATINAL PLC,011-277-7858,011-277-7858,,,,,,
Import,hag ceramics and saniteriy trading plc,011-869-3769,001-186-9376,,,,,,
Import,Hagos Legesse,011-276-0347,091-121-3531,,,,,,
Import,Haftom Mengisteab Import,091-108-7385,091-108-7385,,,,,,
Import,Hile Trading PLC,011-111-0431,011-111-0431,,,,,,
Import,HUSSIEN TRADING,011-277-8738,091-140-3928,,,,,,
Import,hussein ali importer,091-121-0145,091-121-0145,,,,,,
Import,HUSSEN ASEFA ABDULAZIZ,011-156-8797,091-120-1867,,,,,,
Import,husan mehamed abedrahim general trading,011-273-2473,091-168-5841,,,,,,
Import,HUSSNIA ABOUBKER,011-275-0081,091-123-4218,,,,,,
Import,Huneine International Business,091-122-2109,091-122-2109,,,,,,
Import,HUZU TRADING PLC,011-277-9674,091-156-4646,,,,,,
Import,HUZA TRADING PLC,011-275-9434,011-275-9434,,,,,,
Import,Hudeyable General Trading,091-360-9492,091-360-9492,,,,,,
Import,HILMA FAMILY GENERAL TRADING PLC,011-554-1864,011-554-1864,,,,,,
Import,Hirut Motor Bicycles,091-573-2950,093-114-1582,,,,,,
Import,Hibu Hannan Trading PLC,011-157-4529,011-157-4529,,,,,,
Import,hinzat general trading plc,091-130-2734,091-130-2734,,,,,,
Import,helen shuruba tiba,011-626-1509,091-146-1278,,,,,,
Import,Helen Ayta,091-142-7355,091-142-7355,,,,,,
Import,helen adimassu,091-146-1277,091-146-1277,,,,,,
Import,Helmes General Trading Plc,011-663-0063,091-250-7918,,,,,,
Import,hesma pharma,091-199-4535,091-199-4535,,,,,,
Import,Heba Electric Equipment Import,011-557-2868,091-357-2604,,,,,,
Import,Hentige International,011-276-4378,011-277-3454,,,,,,
Import,Hentige International PLC,011-868-5457,091-120-1220,,,,,,
Import,Henock Import & Distribution,091-120-0407,091-120-0407,,,,,,
Import,henok geremew,091-267-6646,091-267-6646,,,,,,
Import,Nexus Computer Technologies PLC,011-859-1426,091-122-0727,,,,,,
Import,Hewan Importer,091-112-2290,091-112-2290,,,,,,
Import,Hepta Importer,091-360-5651,091-360-5651,,,,,,
Import,Hilina Mizan Work Atakelti,091-124-9512,091-102-5758,,,,,,
Import,Heraf Trading,091-101-2226,091-101-2226,,,,,,
Import,hiwot mekonen,091-276-2231,091-276-2231,,,,,,
Import,hiwot engenering plc,091-120-3991,093-003-4151,,,,,,
Import,HOLLY DRUG STORE,011-550-9063,011-550-9063,,,,,,
Import,Homa General Import,011-552-2068,011-155-2206,,,,,,
Import,home element,011-466-8205,011-466-8205,,,,,,
Import,Hosam Pharmacitical Trading,093-009-7848,093-009-7848,,,,,,
Import,Hosabea Computer Center,093-000-0835,093-000-0835,,,,,,
Import,Hosea trading plc,091-114-0068,091-114-0068,,,,,,
Import,HOSPERA IMPORTER,091-120-2265,091-120-2265,,,,,,
Import,horizon,092-324-0501,092-324-0501,,,,,,
Import,horzon building material,011-156-9313,011-277-3628,,,,,,
Import,horsenos plc,091-114-5126,091-114-5126,,,,,,
Import,horn tower business plc,091-063-7265,011-552-7912,,,,,,
Import,Lemma Mekonnen Chekol Importor,091-118-3216,091-118-3216,,,,,,
Import,Lemlem Girma Fesseha Importor,091-112-8794,091-121-9202,,,,,,
Import,Letay Birhane General Importer,011-554-8808,091-121-0845,,,,,,
Import,lezer computer trading,011-111-1553,011-555-4888,,,,,,
Import,Leyet plc,092-328-2933,092-328-2933,,,,,,
Import,Lydetco,092-068-0894,092-068-0894,,,,,,
Import,Legese Debebe Importer,011-551-3812,011-551-3812,,,,,,
Import,Legebule Import & Distribution PLC,093-007-7342,091-118-4629,,,,,,
Import,lefdie general trading plc,011-276-5867,091-120-5658,,,,,,
Import,LUNA (EMPEA),091-121-1271,091-121-1271,,,,,,
Import,liha trading plc,011-156-5832,011-156-5832,,,,,,
Import,liha importer,091-176-4443,091-176-4443,,,,,,
Import,Leila Ahmed Import,011-155-8669,091-122-2205,,,,,,
Import,Lilay mahmud IPORT TRADE,009-116-6864,093-277-7700,,,,,,
Import,lishan abay weldemariyam,091-160-3157,091-160-3157,,,,,,
Import,Libanos Kassahun W/Giorgis,091-168-9749,092-348-1888,,,,,,
Import,Litt Man General Trading PLC,011-126-2021,093-001-3422,,,,,,
Import,lina textile,011-213-2640,011-213-2640,,,,,,
Import,Lydetco Plc,011-466-7153,091-120-7283,,,,,,
Import,lid light plc,093-007-7344,093-007-7344,,,,,,
Import,laser computer trading,011-555-4848,011-554-1098,,,,,,
Import,labora internashnal plc,011-466-5556,011-416-8914,,,,,,
Import,Lacomolza Plc,011-275-3095,091-120-7802,,,,,,
Import,Like Heavy Truck Spare Part Importer,011-859-2719,011-859-2719,,,,,,
Import,Luxury And Popular Trading Plc,011-213-0158,091-032-1800,,,,,,
Import,leul plc,011-275-5241,011-275-5241,,,,,,
Import,lydetico  plc,011-466-0267,011-466-0267,,,,,,
Import,lomami general trading,011-667-6666,091-125-5428,,,,,,
Import,Loiyd Ceramic,011-515-5467,091-121-7794,,,,,,
Import,Logen General Trading House,011-440-4244,011-440-4244,,,,,,
Import,Lovreh Trading Plc,011-467-2550,011-467-2250,,,,,,
Import,Mohammed Ababor Abawari,011-827-5383,091-177-0789,,,,,,
Import,MOHAMED MENJIYE GENERAL IMPORTER,091-112-6573,091-111-2673,,,,,,
Import,MOHAMMED SEID GENERAL IMPORTER,011-275-6935,011-275-6935,,,,,,
Import,MOHAMMED SALAH,011-275-8624,011-275-8624,,,,,,
Import,Mohammed Sani import,091-102-3946,093-003-3999,,,,,,
Import,MOHAMMED NUR WUHAYE IMPORTER,011-213-9475,011-213-9475,,,,,,
Import,Mohamed Alevil,091-155-5560,091-155-5560,,,,,,
Import,mohamed importer,011-466-3307,011-466-3307,,,,,,
Import,Mohammed Areb Hassen,091-370-8405,091-370-8405,,,,,,
Import,Mohammed abdulkadir import,091-166-4616,091-121-0355,,,,,,
Import,Mehamed Eshetu,091-181-7279,091-181-7279,,,,,,
Import,Mohammed Zeyn Importer,091-370-8722,091-294-1882,,,,,,
Import,mehammed saleh importer,011-554-1333,011-554-1333,,,,,,
Import,Mehari Trading Plc,091-160-3395,091-160-3395,,,,,,
Import,mehari alemayew general importer,093-003-4034,093-003-4034,,,,,,
Import,Mehari Alemnew General Importer,011-663-7542,011-663-7542,,,,,,
Import,mehadl ebrnhim,011-554-5936,091-143-3040,,,,,,
Import,mehbub general trading,011-661-1998,091-123-8137,,,,,,
Import,Melik International,091-120-5268,091-120-5268,,,,,,
Import,Melaizey Computer,091-302-2114,091-302-2114,,,,,,
Import,melak leyew plc,011-276-0388,091-122-0611,,,,,,
Import,Melak Trading PLC,011-466-2502,011-466-2500,,,,,,
Import,Memegebi Import & Electro Mechanical,091-314-3555,092-376-2873,,,,,,
Import,meselech fekadu,091-186-7909,091-118-6790,,,,,,
Import,MESERM KETEMA,091-168-6786,091-168-6786,,,,,,
Import,mesert gebyehu,091-117-6489,091-113-8954,,,,,,
Import,mesub international plc,011-551-2462,011-416-4550,,,,,,
Import,Mestawet General Trading PLC,091-172-8050,091-160-0156,,,,,,
Import,mekerem denkew  import,091-125-8524,091-100-3191,,,,,,
Import,mesfen sebhat car import,091-124-3421,091-124-3421,,,,,,
Import,be side goffa hotel,091-345-2052,091-152-4989,,,,,,
Import,mesfen legese import,091-160-1616,091-160-1616,,,,,,
Import,mesfen tefera import,091-124-5807,091-152-4370,,,,,,
Import,mesfen negusa import,091-122-3293,091-122-3293,,,,,,
Import,mesfen asmamaw import,091-124-6394,091-124-6394,,,,,,
Import,mesfen zerhun importer,009-300-1264,093-001-2604,,,,,,
Import,mesfen fekade import,097-409-9593,091-120-9816,,,,,,
Import,mesfin tesfaye import,091-162-0506,091-162-0506,,,,,,
Import,mesfin tewelde importer,011-156-8380,091-120-9529,,,,,,
Import,mesfin g/slasse,091-112-6594,091-112-6594,,,,,,
Import,merhawi adharom general importer,091-102-2630,091-102-2630,,,,,,
Import,Mered nigusie general importer,011-466-9357,091-120-7651,,,,,,
Import,Mekdelawit Demelash,091-124-0622,091-124-0622,,,,,,
Import,MEKDEM GENERAL IMPORTER,091-123-8460,091-123-8460,,,,,,
Import,mekdes girma mekonen,091-152-4634,091-152-4634,,,,,,
Import,Mekides Tsegaye,011-618-0362,011-618-0362,,,,,,
Import,mekdim mulugata assefa,091-121-3324,093-001-4525,,,,,,
Import,mekdem mulugeta importer,093-010-6041,091-131-5767,,,,,,
Import,meba internatinal trading,011-155-1767,011-155-1767,,,,,,
Import,Meba Gift Articles Shop & Goods,011-213-0549,011-213-0549,,,,,,
Import,Mebratu,091-125-9631,091-125-9631,,,,,,
Import,Mebrat Kasay Importer Plc,091-130-4735,091-130-4735,,,,,,
Import,mete international,091-122-8250,091-122-8250,,,,,,
Import,meti oda international business plc,093-035-0440,093-035-0440,,,,,,
Import,Menen Assegid Worku,091-137-8012,093-001-3745,,,,,,
Import,MenageshaTesfaye General Import & Export,011-554-7806,011-554-7806,,,,,,
Import,mekerem tefera import,091-122-6855,091-122-6855,,,,,,
Import,Mekuria Alemayhu,091-169-7195,091-169-7195,,,,,,
Import,mekuria dender maruta,091-143-0276,091-145-0276,,,,,,
Import,Mekamba PLC,011-467-4381,091-123-3811,,,,,,
Import,Mekasu Bekele General Import,011-111-8042,011-111-8042,,,,,,
Import,mekaka general busines plc,091-151-8633,091-151-8633,,,,,,
Import,makda afworq asmecina laki,093-598-8606,093-601-0890,,,,,,
Import,mekonen moges importer,091-160-7433,091-122-7975,,,,,,
Import,Mekonnen Abreham General Importer,011-275-8623,011-275-8623,,,,,,
Import,mekonnen general importer,091-122-1780,091-122-1780,,,,,,
Import,MEZGEBU CHEMICAL IMPORTER,091-124-3313,091-124-3313,,,,,,
Import,Meymuna Ahmed Mohammed,091-122-3503,091-122-3503,,,,,,
Import,Medsaw Trading plc,091-125-8727,091-125-8727,,,,,,
Import,MEDICA PHARMA ENTERPRISE,011-553-6000,011-553-6000,,,,,,
Import,Medan Import,011-667-2780,011-667-2780,,,,,,
Import,Medhin Trading PLC,091-122-2993,091-120-8918,,,,,,
Import,Muhdin Seid Kedir General Importer,091-120-5319,091-120-5319,,,,,,
Import,mullege plc,011-442-5937,011-442-5938,,,,,,
Import,Mulu Digital Computer,091-152-2915,091-152-2915,,,,,,
Import,mulu tsegaye importer,091-146-6198,091-146-6198,,,,,,
Import,mulusew bogale general importer,011-369-0398,091-111-6147,,,,,,
Import,Muluken Mekonnen PLC,011-275-4160,011-275-4160,,,,,,
Import,muluken ayele importer,091-176-6379,091-176-6379,,,,,,
Import,mulubrhan gesesew importer,091-169-5523,091-152-4003,,,,,,
Import,mulualem negede importer,092-067-7718,092-067-7718,,,,,,
Import,MULKA ABUBEKER YESUF GENERAL IMPORTER,091-164-2624,091-164-2624,,,,,,
Import,Mulugeta & family plc,011-155-7999,091-122-4949,,,,,,
Import,mulugeta abadi general importer,091-151-7401,091-200-1179,,,,,,
Import,mulugeta ketema importer,091-115-6674,094-748-3250,,,,,,
Import,Mulugeta Zeleke General Importer,011-550-7954,011-550-7954,,,,,,
Import,mulat tegegn,091-115-0854,091-122-8288,,,,,,
Import,musa omer general importer,091-151-5570,091-150-5630,,,,,,
Import,musily trading,091-120-7663,091-120-7663,,,,,,
Import,MUSTERA & SONS PLC,011-213-0891,011-213-0891,,,,,,
Import,mustefa mohamed importer,091-059-5702,091-114-5149,,,,,,
Import,MUSTEFA MOHAMMED IMAD,011-275-1141,011-275-1141,,,,,,
Import,mustefa mergiya importer,091-144-0922,091-125-7617,,,,,,
Import,mubarek kalid car importer,091-120-9257,091-120-9265,,,,,,
Import,mubarek jemal computer accessoris importer,091-123-0055,091-123-0055,,,,,,
Import,mubarek faris importer,091-155-8686,091-155-8686,,,,,,
Import,MUBAREK AWEL FARIS,091-163-9263,091-163-9263,,,,,,
Import,MUBAREK ABDELA HASSEN,091-139-6143,091-139-6143,,,,,,
Import,Muna ahmed sherif importer,011-111-1535,091-151-8196,,,,,,
Import,muna ali importer,091-166-6565,091-166-6565,,,,,,
Import,muna omer importer,093-009-8351,091-160-8416,,,,,,
Import,mukrim worku importer,091-168-5865,091-168-5865,,,,,,
Import,muktar sherfedin importer,091-143-6607,091-111-7185,,,,,,
Import,MUZEMIL ABDELLA IMPORTER,011-653-0324,011-653-0324,,,,,,
Import,muze abebe importer,091-154-0156,091-154-0156,,,,,,
Import,Mudial Trading PLC,091-186-7661,091-186-7661,,,,,,
Import,mujeg international,001-160-2381,091-123-6023,,,,,,
Import,mujib shukrela importer,011-863-4063,091-260-2474,,,,,,
Import,Mukib Commercial Center,011-467-4223,011-467-4224,,,,,,
Import,mujib wulchafo importer,091-347-4979,091-347-4979,,,,,,
Import,mugulat general treading plc,091-139-3553,091-079-1110,,,,,,
Import,Million Gelelechu Used Cars Import,091-288-1828,091-288-1828,,,,,,
Import,Mille Trading & Industry Plc,011-156-1856,011-156-1856,,,,,,
Import,Militer trading plc,091-387-0972,091-387-0972,,,,,,
Import,Milki tradng plc,091-061-1636,091-061-1636,,,,,,
Import,Milky Enterprise PLC,011-553-6557,092-022-1505,,,,,,
Import,Milka Trading plc,091-161-1636,091-161-1636,,,,,,
Import,mistbush ethiopia plc,011-663-0615,011-663-0615,,,,,,
Import,Meuh Trading,091-154-2333,091-154-2333,,,,,,
Import,Michan Ketema,091-120-9133,091-120-9133,,,,,,
Import,Minilik Desta,091-112-2882,091-112-2882,,,,,,
Import,minilik girma general importer,091-167-3693,091-167-3693,,,,,,
Import,mikis fashion planet plc,011-552-1687,011-156-7324,,,,,,
Import,mechale haile importer,091-122-1970,091-122-1970,,,,,,
Import,micael perfume & beauty care trading,094-524-6893,094-524-6893,,,,,,
Import,Michael eyayu importer,091-110-1259,091-110-1259,,,,,,
Import,micheal zeray,091-470-1712,091-470-1712,,,,,,
Import,Michael G/Kidan W/Michael,093-003-5138,093-003-5138,,,,,,
Import,MICHAEL GENERAL IMPORTER,091-120-5716,091-120-5716,,,,,,
Import,mikayem importer,091-123-3758,091-126-2611,,,,,,
Import,MIDDLE EAST ELECTRIC,011-618-9530,011-618-9531,,,,,,
Import,MIFTU SALA SOFIAN,011-277-9848,011-277-9848,,,,,,
Import,Miftah Jemal Kedir,092-105-9462,092-105-9462,,,,,,
Import,Miftha Abdo Mohammed,011-157-6522,091-121-9377,,,,,,
Import,Mahir Isehak Yousuf,091-001-0178,091-001-0178,,,,,,
Import,Mahir take General business Nesrdind Sualih,011-111-4880,091-131-2342,,,,,,
Import,Mahilet Yared Used Car Importer,011-122-4118,091-166-0810,,,,,,
Import,mahir drops trading,091-146-4206,091-146-4206,,,,,,
Import,Eshi  event plc,091-111-1744,091-111-1744,,,,,,
Import,Mahfuza Ibrahim Mohammed,091-121-6280,091-120-7740,,,,,,
Import,Mal International,011-275-4312,091-388-1008,,,,,,
Import,mama plc,091-123-7744,011-663-9275,,,,,,
Import,master auto spare parts and tyre,011-157-0977,011-157-0977,,,,,,
Import,MAREGU GIRMA SECOND HANDS CAR IMPORTER,011-440-4372,011-440-4372,,,,,,
Import,Makeba Trading & Industry PLC,091-130-8346,091-130-8346,,,,,,
Import,Maraton Motor Engineering Plc,011-663-1007,011-663-1005,,,,,,
Import,Markos Trading,011-127-3319,011-127-3312,,,,,,
Import,marcan trading plc,011-157-4545,011-157-4545,,,,,,
Import,Marda human medicine & medical supply,011-111-9726,091-143-2008,,,,,,
Import,mash allah trading,011-213-6364,011-213-6364,,,,,,
Import,mabuwas Business,011-111-9810,091-120-2237,,,,,,
Import,Matu Trading PLC,011-156-4180,091-120-9399,,,,,,
Import,Manasco Ethiopia plc,011-553-7854,091-120-0766,,,,,,
Import,Mandefro Asfaw Gebrhana,091-119-3785,091-119-3785,,,,,,
Import,Makarios General Tradinf PLC,091-123-3236,091-114-3791,,,,,,
Import,MAC-SHEB PLC,011-553-5900,011-553-5900,,,,,,
Import,Maksun Industry PLC,091-124-5873,091-124-5873,,,,,,
Import,max export,011-275-3266,011-276-3037,,,,,,
Import,Macro Supply General Trading,091-160-1946,091-160-1946,,,,,,
Import,Makobo Enterprise PLC,011-465-5464,011-466-0806,,,,,,
Import,MAZIV ENGINEERING,091-338-7099,091-338-7099,,,,,,
Import,mybest office and electronics products distributer plc,011-157-5756,011-111-1109,,,,,,
Import,My Wish International Enterprise plc,011-466-3920,091-148-4943,,,,,,
Import,my private employee agency plc,091-122-4202,091-122-4204,,,,,,
Import,aygjoan trading,011-896-6313,092-225-4116,,,,,,
Import,Myseru General Trading Plc,011-277-8393,011-277-8393,,,,,,
Import,Micro International Trading House plc,011-551-4334,091-163-3623,,,,,,
Import,Micron International Trading House,091-152-2608,093-851-5151,,,,,,
Import,Madaz Import PLC,093-001-2641,093-001-2641,,,,,,
Import,Magtam Genral Trading & Promting PLC,011-833-3827,091-124-3762,,,,,,
Import,magum plc,011-276-3414,011-376-3414,,,,,,
Import,melat solomon,091-035-4984,091-035-4984,,,,,,
Import,melat solomon feleke,093-749-0802,091-156-9928,,,,,,
Import,Melat Kebede Importer,091-100-4466,091-100-4466,,,,,,
Import,Miseso plc,011-259-2184,011-259-2184,,,,,,
Import,Merelex Computer & Office Machinories,011-860-6733,011-860-6733,,,,,,
Import,MERCYMOY TRADING PLC,091-083-3185,091-083-3185,,,,,,
Import,meron tefera  used car importer,092-252-5033,091-151-5034,,,,,,
Import,meron trading plc,011-663-8244,011-663-8244,,,,,,
Import,Meta Robi Car Importer,091-125-8282,091-125-8282,,,,,,
Import,Metal  Mart,011-663-1111,091-430-2045,,,,,,
Import,metro plc,011-667-0756,092-015-3838,,,,,,
Import,Mechelkot Ethiopia plc,011-551-6702,011-551-6702,,,,,,
Import,Meose PLC,011-550-3879,091-120-1291,,,,,,
Import,Mexico Automotive Spareparts,011-551-4237,091-121-5810,,,,,,
Import,medtech ethiopia,011-629-9915,011-629-9915,,,,,,
Import,medco import,011-155-6638,011-155-6638,,,,,,
Import,Midco Industry & Const Safety Equipment,011-156-6638,091-151-8903,,,,,,
Import,mega distibuter,011-552-9160,011-552-9160,,,,,,
Import,mihiretu tekeste import,091-122-7739,091-122-7739,,,,,,
Import,mihret mersha legesse,011-550-7973,092-016-2349,,,,,,
Import,Mihiret Kassaye Bogale,091-166-5395,091-166-5395,,,,,,
Import,Meseso plc,091-120-5337,091-187-4856,,,,,,
Import,misrak matyos general importer,091-120-0336,091-120-0336,,,,,,
Import,mistad trading plc,011-277-1922,011-277-1922,,,,,,
Import,Mirfic Iren gas,011-284-1675,011-284-1675,,,,,,
Import,mekele farms plc,091-475-9606,091-475-9606,,,,,,
Import,mbata eth put ltd,011-551-8857,091-141-9605,,,,,,
Import,Mintamir And Her f\Family,091-165-1910,091-165-1910,,,,,,
Import,wangbanz,011-275-2430,011-275-2430,,,,,,
Import,mohamed seid importrer,091-120-5789,091-121-0563,,,,,,
Import,mohamed suleyman importer,091-131-1134,091-131-1134,,,,,,
Import,mohamed shifa cd importer,091-160-9275,091-160-9275,,,,,,
Import,mohamed naser car importer,091-122-6209,091-310-3680,,,,,,
Import,mohamed nuri issa,092-177-3485,092-177-3485,,,,,,
Import,MOHAMMED IMPORTER,091-214-0918,091-214-0918,,,,,,
Import,mohamed osman import,091-121-0009,091-121-0000,,,,,,
Import,mohamed kemal importer,091-123-5474,091-123-5474,,,,,,
Import,mohamed yasin,011-371-5438,091-019-8550,,,,,,
Import,mohamed yemam car importer,091-390-3582,091-390-3582,,,,,,
Import,mose engenering and treding plc,011-662-1681,011-662-1681,,,,,,
Import,Moretech industry PLC,011-667-6999,091-140-5499,,,,,,
Import,Moredo Coffee plc,011-471-7112,091-149-0348,,,,,,/img/agriculture/mordo coffee.jpg
Import,Moron Trading PLC,011-649-4053,091-121-0825,,,,,,
Import,MOTOR TRUCK PLC,011-111-1274,011-111-1274,,,,,,
Import,Moti engineering plc,011-554-5060,091-250-2316,,,,,,
Import,Motor Bros,092-911-8635,092-911-8635,,,,,,
Import,Monet plc,011-557-1019,011-557-1016,,,,,,
Import,Mong Engineering,091-172-0383,091-172-0383,,,,,,
Import,Moenco  Motor & Engineering Company  s.c,011-661-3688,011-661-1766,,,,,,
Import,Modern Industrial Automation,011-111-9847,091-120-3210,,,,,,
Import,modern zege,011-850-0115,091-120-8767,,,,,,
Import,Model International Plc,011-275-7624,091-120-5041,,,,,,
Import,mofet business solution plc,011-651-3900,011-651-3900,,,,,,
Import,selomon tefera seyum,011-259-5296,011-259-3295,,,,,,
Import,Solomon Abera General Importer,011-259-3294,091-175-7389,,,,,,
Import,solomon tsegaye general importer,011-553-7383,091-121-5347,,,,,,
Import,selim mohamod bamuhaf,011-466-7994,011-466-7994,,,,,,
Import,slina trading plc,011-554-1693,091-235-2850,,,,,,
Import,selamawit tilahun general importer,011-550-4991,091-124-4080,,,,,,
Import,Selam Melkamu,091-021-5140,091-021-5140,,,,,,
Import,Selam Em Furniture,011-663-7076,091-120-3384,,,,,,
Import,Selam G/kidan,092-736-1354,092-736-1354,,,,,,
Import,Selam Stationary Importer & Supplier,011-156-4828,091-142-6922,,,,,,
Import,semere g/silase,091-125-6211,091-126-2114,,,,,,
Import,semir adem,011-662-6369,091-185-0672,,,,,,
Import,Semir Flower Car Import,091-174-6799,091-174-6799,,,,,,
Import,Semayat Trading,011-667-4008,093-003-4571,,,,,,
Import,SEREWO IMPORT PLC,091-123-4422,091-123-4422,,,,,,
Import,SEKISHA IMPORT PLC,011-416-1893,011-416-1893,,,,,,
Import,sub seharan biomedical plc,011-629-1294,011-629-2937,,,,,,
Import,sub saharan medical,011-629-2987,091-341-3337,,,,,,
Import,SEBEL GASHAW TADES VICTORIA ALCCOHOL FACTORY,091-104-4247,091-104-4247,,,,,,
Import,sebmeta agro industry,011-662-8811,091-121-9350,,,,,,
Import,setema limited,091-120-1343,091-120-1343,,,,,,
Import,Sunshield service plc,011-552-5749,011-552-5749,,,,,,
Import,seida areba,011-127-9808,011-279-8087,,,,,,
Import,success gernral trading plc,011-554-2625,011-554-2625,,,,,,
Import,seid melaku,091-183-9407,091-183-9407,,,,,,
Import,Seifu Sema general importer,011-276-1338,091-120-0287,,,,,,
Import,SEFA SEMAN OMER,092-484-4469,092-484-4469,,,,,,
Import,SEFFREN,011-551-8100,011-551-1419,,,,,,
Import,saf link trading plc,091-184-6565,091-184-6565,,,,,,
Import,Seftom Serhe,093-007-1413,093-007-1413,,,,,,
Import,sultan fitum seid importer,091-120-1547,091-120-1547,,,,,,
Import,Sumeya Trading PLC,091-150-6062,091-150-6062,,,,,,
